m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
1077	r122-o32-w06-c17-p05-a29966	122	o32-w06-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1078	r122-o32-w06-c17-p06-a30098	122	o32-w06-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1079	r122-o32-w06-c17-p07-a30101	122	o32-w06-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1080	r122-o32-w06-c17-p08-a41947	122	o32-w06-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1081	r122-o32-w06-c17-p09-a42075	122	o32-w06-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1082	r123-o33-w00-c17-p00-a23728	123	o33-w00-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1083	r123-o33-w00-c17-p01-a23737	123	o33-w00-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1084	r123-o33-w00-c17-p02-a24899	123	o33-w00-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1085	r123-o33-w00-c17-p03-a24952	123	o33-w00-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1086	r123-o33-w00-c17-p04-a24958	123	o33-w00-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1087	r123-o33-w00-c17-p05-a29966	123	o33-w00-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1088	r123-o33-w00-c17-p06-a30098	123	o33-w00-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1089	r123-o33-w00-c17-p07-a30101	123	o33-w00-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1090	r123-o33-w00-c17-p08-a41947	123	o33-w00-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1091	r123-o33-w00-c17-p09-a42075	123	o33-w00-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1092	r124-o33-w01-c16-p00-a23728	124	o33-w01-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1093	r124-o33-w01-c16-p01-a23737	124	o33-w01-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1094	r124-o33-w01-c16-p02-a24899	124	o33-w01-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1095	r124-o33-w01-c16-p03-a24952	124	o33-w01-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1096	r124-o33-w01-c16-p04-a24958	124	o33-w01-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1097	r124-o33-w01-c16-p05-a29966	124	o33-w01-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1098	r124-o33-w01-c16-p06-a30098	124	o33-w01-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1099	r124-o33-w01-c16-p07-a30101	124	o33-w01-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1100	r124-o33-w01-c16-p08-a41947	124	o33-w01-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1101	r124-o33-w01-c16-p09-a42075	124	o33-w01-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1102	r125-o33-w02-c17-p00-a23728	125	o33-w02-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1103	r125-o33-w02-c17-p01-a23737	125	o33-w02-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1104	r125-o33-w02-c17-p02-a24899	125	o33-w02-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1105	r125-o33-w02-c17-p03-a24952	125	o33-w02-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1106	r125-o33-w02-c17-p04-a24958	125	o33-w02-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1107	r125-o33-w02-c17-p05-a29966	125	o33-w02-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1108	r125-o33-w02-c17-p06-a30098	125	o33-w02-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1109	r125-o33-w02-c17-p07-a30101	125	o33-w02-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1110	r125-o33-w02-c17-p08-a41947	125	o33-w02-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1111	r125-o33-w02-c17-p09-a42075	125	o33-w02-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1112	r126-o33-w03-c17-p00-a23728	126	o33-w03-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1113	r126-o33-w03-c17-p01-a23737	126	o33-w03-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1114	r126-o33-w03-c17-p02-a24899	126	o33-w03-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1115	r126-o33-w03-c17-p03-a24952	126	o33-w03-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1116	r126-o33-w03-c17-p04-a24958	126	o33-w03-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1117	r126-o33-w03-c17-p05-a29966	126	o33-w03-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1118	r126-o33-w03-c17-p06-a30098	126	o33-w03-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1119	r126-o33-w03-c17-p07-a30101	126	o33-w03-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1120	r126-o33-w03-c17-p08-a41947	126	o33-w03-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1121	r126-o33-w03-c17-p09-a42075	126	o33-w03-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1122	r127-o33-w04-c16-p00-a23728	127	o33-w04-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1123	r127-o33-w04-c16-p01-a23737	127	o33-w04-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1124	r127-o33-w04-c16-p02-a24899	127	o33-w04-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1125	r127-o33-w04-c16-p03-a24952	127	o33-w04-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1126	r127-o33-w04-c16-p04-a24958	127	o33-w04-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1127	r127-o33-w04-c16-p05-a29966	127	o33-w04-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1128	r127-o33-w04-c16-p06-a30098	127	o33-w04-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1129	r127-o33-w04-c16-p07-a30101	127	o33-w04-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1130	r127-o33-w04-c16-p08-a41947	127	o33-w04-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1131	r127-o33-w04-c16-p09-a42075	127	o33-w04-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1132	r128-o36-w00-c17-p00-a23728	128	o36-w00-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144280
1133	r128-o36-w00-c17-p01-a23737	128	o36-w00-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144280
1134	r128-o36-w00-c17-p02-a24899	128	o36-w00-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144280
1135	r128-o36-w00-c17-p03-a24952	128	o36-w00-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144280
1136	r128-o36-w00-c17-p04-a24958	128	o36-w00-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144280
1137	r128-o36-w00-c17-p05-a29966	128	o36-w00-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144280
1138	r128-o36-w00-c17-p06-a30098	128	o36-w00-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144280
1139	r128-o36-w00-c17-p07-a30101	128	o36-w00-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144280
1140	r128-o36-w00-c17-p08-a41947	128	o36-w00-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144280
1141	r128-o36-w00-c17-p09-a42075	128	o36-w00-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144280
1142	r129-o37-w01-c16-p00-a23728	129	o37-w01-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144280
1143	r129-o37-w01-c16-p01-a23737	129	o37-w01-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144280
1144	r129-o37-w01-c16-p02-a24899	129	o37-w01-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144280
1145	r129-o37-w01-c16-p03-a24952	129	o37-w01-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144280
1146	r129-o37-w01-c16-p04-a24958	129	o37-w01-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144280
1147	r129-o37-w01-c16-p05-a29966	129	o37-w01-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144280
1148	r129-o37-w01-c16-p06-a30098	129	o37-w01-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144280
1149	r129-o37-w01-c16-p07-a30101	129	o37-w01-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144280
1150	r129-o37-w01-c16-p08-a41947	129	o37-w01-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144280
1151	r129-o37-w01-c16-p09-a42075	129	o37-w01-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144280
1152	r130-o39-w00-c16-p00-a23728	130	o39-w00-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1153	r130-o39-w00-c16-p01-a23737	130	o39-w00-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1154	r130-o39-w00-c16-p02-a24899	130	o39-w00-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1155	r130-o39-w00-c16-p03-a24952	130	o39-w00-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1156	r130-o39-w00-c16-p04-a24958	130	o39-w00-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1157	r130-o39-w00-c16-p05-a29966	130	o39-w00-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1158	r130-o39-w00-c16-p06-a30098	130	o39-w00-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1159	r130-o39-w00-c16-p07-a30101	130	o39-w00-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1160	r130-o39-w00-c16-p08-a41947	130	o39-w00-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1161	r130-o39-w00-c16-p09-a42075	130	o39-w00-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1162	r131-o39-w00-c17-p00-a23728	131	o39-w00-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1163	r131-o39-w00-c17-p01-a23737	131	o39-w00-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1164	r131-o39-w00-c17-p02-a24899	131	o39-w00-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1165	r131-o39-w00-c17-p03-a24952	131	o39-w00-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1166	r131-o39-w00-c17-p04-a24958	131	o39-w00-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1167	r131-o39-w00-c17-p05-a29966	131	o39-w00-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1168	r131-o39-w00-c17-p06-a30098	131	o39-w00-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1169	r131-o39-w00-c17-p07-a30101	131	o39-w00-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1170	r131-o39-w00-c17-p08-a41947	131	o39-w00-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1171	r131-o39-w00-c17-p09-a42075	131	o39-w00-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1172	r132-o39-w01-c16-p00-a23728	132	o39-w01-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1173	r132-o39-w01-c16-p01-a23737	132	o39-w01-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1174	r132-o39-w01-c16-p02-a24899	132	o39-w01-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1175	r132-o39-w01-c16-p03-a24952	132	o39-w01-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1176	r132-o39-w01-c16-p04-a24958	132	o39-w01-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1177	r132-o39-w01-c16-p05-a29966	132	o39-w01-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1178	r132-o39-w01-c16-p06-a30098	132	o39-w01-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1179	r132-o39-w01-c16-p07-a30101	132	o39-w01-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1180	r132-o39-w01-c16-p08-a41947	132	o39-w01-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1181	r132-o39-w01-c16-p09-a42075	132	o39-w01-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1182	r133-o39-w01-c17-p00-a23728	133	o39-w01-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1183	r133-o39-w01-c17-p01-a23737	133	o39-w01-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1184	r133-o39-w01-c17-p02-a24899	133	o39-w01-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1185	r133-o39-w01-c17-p03-a24952	133	o39-w01-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1186	r133-o39-w01-c17-p04-a24958	133	o39-w01-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1187	r133-o39-w01-c17-p05-a29966	133	o39-w01-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1188	r133-o39-w01-c17-p06-a30098	133	o39-w01-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1189	r133-o39-w01-c17-p07-a30101	133	o39-w01-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1190	r133-o39-w01-c17-p08-a41947	133	o39-w01-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1191	r133-o39-w01-c17-p09-a42075	133	o39-w01-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1192	r134-o39-w02-c16-p00-a23728	134	o39-w02-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1193	r134-o39-w02-c16-p01-a23737	134	o39-w02-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1194	r134-o39-w02-c16-p02-a24899	134	o39-w02-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1195	r134-o39-w02-c16-p03-a24952	134	o39-w02-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1196	r134-o39-w02-c16-p04-a24958	134	o39-w02-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1197	r134-o39-w02-c16-p05-a29966	134	o39-w02-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1198	r134-o39-w02-c16-p06-a30098	134	o39-w02-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1199	r134-o39-w02-c16-p07-a30101	134	o39-w02-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1200	r134-o39-w02-c16-p08-a41947	134	o39-w02-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1201	r134-o39-w02-c16-p09-a42075	134	o39-w02-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1202	r135-o39-w03-c16-p00-a23728	135	o39-w03-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1203	r135-o39-w03-c16-p01-a23737	135	o39-w03-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1204	r135-o39-w03-c16-p02-a24899	135	o39-w03-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1205	r135-o39-w03-c16-p03-a24952	135	o39-w03-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1206	r135-o39-w03-c16-p04-a24958	135	o39-w03-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1207	r135-o39-w03-c16-p05-a29966	135	o39-w03-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1208	r135-o39-w03-c16-p06-a30098	135	o39-w03-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1209	r135-o39-w03-c16-p07-a30101	135	o39-w03-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1210	r135-o39-w03-c16-p08-a41947	135	o39-w03-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1211	r135-o39-w03-c16-p09-a42075	135	o39-w03-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1212	r136-o39-w04-c16-p00-a23728	136	o39-w04-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1213	r136-o39-w04-c16-p01-a23737	136	o39-w04-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1214	r136-o39-w04-c16-p02-a24899	136	o39-w04-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1215	r136-o39-w04-c16-p03-a24952	136	o39-w04-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1216	r136-o39-w04-c16-p04-a24958	136	o39-w04-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1217	r136-o39-w04-c16-p05-a29966	136	o39-w04-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
