m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
0841	r098-o24-w06-c16-p09-a44221	098	o24-w06-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0842	r099-o25-w00-c16-p00-a24640	099	o25-w00-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0843	r099-o25-w00-c16-p01-a24689	099	o25-w00-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0844	r099-o25-w00-c16-p02-a24699	099	o25-w00-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0845	r099-o25-w00-c16-p03-a29333	099	o25-w00-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0846	r099-o25-w00-c16-p04-a29459	099	o25-w00-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0847	r099-o25-w00-c16-p05-a29470	099	o25-w00-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0848	r099-o25-w00-c16-p06-a29475	099	o25-w00-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0849	r099-o25-w00-c16-p07-a44083	099	o25-w00-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0850	r099-o25-w00-c16-p08-a44209	099	o25-w00-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0851	r099-o25-w00-c16-p09-a44221	099	o25-w00-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0852	r100-o25-w00-c17-p00-a24640	100	o25-w00-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0853	r100-o25-w00-c17-p01-a24689	100	o25-w00-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0854	r100-o25-w00-c17-p02-a24699	100	o25-w00-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0855	r100-o25-w00-c17-p03-a29333	100	o25-w00-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0856	r100-o25-w00-c17-p04-a29459	100	o25-w00-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0857	r100-o25-w00-c17-p05-a29470	100	o25-w00-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0858	r100-o25-w00-c17-p06-a29475	100	o25-w00-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0859	r100-o25-w00-c17-p07-a44083	100	o25-w00-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0860	r100-o25-w00-c17-p08-a44209	100	o25-w00-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0861	r100-o25-w00-c17-p09-a44221	100	o25-w00-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0862	r101-o25-w01-c16-p00-a24640	101	o25-w01-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0863	r101-o25-w01-c16-p01-a24689	101	o25-w01-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0864	r101-o25-w01-c16-p02-a24699	101	o25-w01-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0865	r101-o25-w01-c16-p03-a29333	101	o25-w01-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0866	r101-o25-w01-c16-p04-a29459	101	o25-w01-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0867	r101-o25-w01-c16-p05-a29470	101	o25-w01-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0868	r101-o25-w01-c16-p06-a29475	101	o25-w01-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0869	r101-o25-w01-c16-p07-a44083	101	o25-w01-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0870	r101-o25-w01-c16-p08-a44209	101	o25-w01-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0871	r101-o25-w01-c16-p09-a44221	101	o25-w01-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0872	r102-o25-w02-c16-p00-a24640	102	o25-w02-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0873	r102-o25-w02-c16-p01-a24689	102	o25-w02-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0874	r102-o25-w02-c16-p02-a24699	102	o25-w02-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0875	r102-o25-w02-c16-p03-a29333	102	o25-w02-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0876	r102-o25-w02-c16-p04-a29459	102	o25-w02-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0877	r102-o25-w02-c16-p05-a29470	102	o25-w02-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0878	r102-o25-w02-c16-p06-a29475	102	o25-w02-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0879	r102-o25-w02-c16-p07-a44083	102	o25-w02-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0880	r102-o25-w02-c16-p08-a44209	102	o25-w02-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0881	r102-o25-w02-c16-p09-a44221	102	o25-w02-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0882	r103-o25-w03-c16-p00-a24640	103	o25-w03-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0883	r103-o25-w03-c16-p01-a24689	103	o25-w03-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0884	r103-o25-w03-c16-p02-a24699	103	o25-w03-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0885	r103-o25-w03-c16-p03-a29333	103	o25-w03-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0886	r103-o25-w03-c16-p04-a29459	103	o25-w03-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0887	r103-o25-w03-c16-p05-a29470	103	o25-w03-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0888	r103-o25-w03-c16-p06-a29475	103	o25-w03-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0889	r103-o25-w03-c16-p07-a44083	103	o25-w03-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0890	r103-o25-w03-c16-p08-a44209	103	o25-w03-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0891	r103-o25-w03-c16-p09-a44221	103	o25-w03-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0892	r104-o30-w00-c16-p00-a23728	104	o30-w00-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144280
0893	r104-o30-w00-c16-p01-a23737	104	o30-w00-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144280
0894	r104-o30-w00-c16-p02-a24899	104	o30-w00-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144280
0895	r104-o30-w00-c16-p03-a24952	104	o30-w00-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144280
0896	r104-o30-w00-c16-p04-a24958	104	o30-w00-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144280
0897	r104-o30-w00-c16-p05-a29966	104	o30-w00-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144280
0898	r104-o30-w00-c16-p06-a30098	104	o30-w00-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144280
0899	r104-o30-w00-c16-p07-a30101	104	o30-w00-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144280
0900	r104-o30-w00-c16-p08-a41947	104	o30-w00-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144280
0901	r104-o30-w00-c16-p09-a42075	104	o30-w00-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144280
0902	r105-o31-w00-c16-p00-a23728	105	o31-w00-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0903	r105-o31-w00-c16-p01-a23737	105	o31-w00-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0904	r105-o31-w00-c16-p02-a24899	105	o31-w00-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0905	r105-o31-w00-c16-p03-a24952	105	o31-w00-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0906	r105-o31-w00-c16-p04-a24958	105	o31-w00-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0907	r105-o31-w00-c16-p05-a29966	105	o31-w00-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0908	r105-o31-w00-c16-p06-a30098	105	o31-w00-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0909	r105-o31-w00-c16-p07-a30101	105	o31-w00-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0910	r105-o31-w00-c16-p08-a41947	105	o31-w00-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0911	r105-o31-w00-c16-p09-a42075	105	o31-w00-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0912	r106-o31-w00-c17-p00-a23728	106	o31-w00-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0913	r106-o31-w00-c17-p01-a23737	106	o31-w00-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0914	r106-o31-w00-c17-p02-a24899	106	o31-w00-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0915	r106-o31-w00-c17-p03-a24952	106	o31-w00-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0916	r106-o31-w00-c17-p04-a24958	106	o31-w00-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0917	r106-o31-w00-c17-p05-a29966	106	o31-w00-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0918	r106-o31-w00-c17-p06-a30098	106	o31-w00-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0919	r106-o31-w00-c17-p07-a30101	106	o31-w00-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0920	r106-o31-w00-c17-p08-a41947	106	o31-w00-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0921	r106-o31-w00-c17-p09-a42075	106	o31-w00-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0922	r107-o31-w01-c17-p00-a23728	107	o31-w01-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0923	r107-o31-w01-c17-p01-a23737	107	o31-w01-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0924	r107-o31-w01-c17-p02-a24899	107	o31-w01-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0925	r107-o31-w01-c17-p03-a24952	107	o31-w01-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0926	r107-o31-w01-c17-p04-a24958	107	o31-w01-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0927	r107-o31-w01-c17-p05-a29966	107	o31-w01-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0928	r107-o31-w01-c17-p06-a30098	107	o31-w01-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0929	r107-o31-w01-c17-p07-a30101	107	o31-w01-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0930	r107-o31-w01-c17-p08-a41947	107	o31-w01-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0931	r107-o31-w01-c17-p09-a42075	107	o31-w01-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0932	r108-o31-w02-c17-p00-a23728	108	o31-w02-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0933	r108-o31-w02-c17-p01-a23737	108	o31-w02-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0934	r108-o31-w02-c17-p02-a24899	108	o31-w02-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0935	r108-o31-w02-c17-p03-a24952	108	o31-w02-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0936	r108-o31-w02-c17-p04-a24958	108	o31-w02-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0937	r108-o31-w02-c17-p05-a29966	108	o31-w02-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0938	r108-o31-w02-c17-p06-a30098	108	o31-w02-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0939	r108-o31-w02-c17-p07-a30101	108	o31-w02-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0940	r108-o31-w02-c17-p08-a41947	108	o31-w02-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0941	r108-o31-w02-c17-p09-a42075	108	o31-w02-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0942	r109-o31-w03-c16-p00-a23728	109	o31-w03-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0943	r109-o31-w03-c16-p01-a23737	109	o31-w03-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0944	r109-o31-w03-c16-p02-a24899	109	o31-w03-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0945	r109-o31-w03-c16-p03-a24952	109	o31-w03-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0946	r109-o31-w03-c16-p04-a24958	109	o31-w03-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0947	r109-o31-w03-c16-p05-a29966	109	o31-w03-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0948	r109-o31-w03-c16-p06-a30098	109	o31-w03-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0949	r109-o31-w03-c16-p07-a30101	109	o31-w03-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0950	r109-o31-w03-c16-p08-a41947	109	o31-w03-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0951	r109-o31-w03-c16-p09-a42075	109	o31-w03-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0952	r110-o31-w03-c17-p00-a23728	110	o31-w03-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0953	r110-o31-w03-c17-p01-a23737	110	o31-w03-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0954	r110-o31-w03-c17-p02-a24899	110	o31-w03-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0955	r110-o31-w03-c17-p03-a24952	110	o31-w03-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0956	r110-o31-w03-c17-p04-a24958	110	o31-w03-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0957	r110-o31-w03-c17-p05-a29966	110	o31-w03-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0958	r110-o31-w03-c17-p06-a30098	110	o31-w03-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0959	r110-o31-w03-c17-p07-a30101	110	o31-w03-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0960	r110-o31-w03-c17-p08-a41947	110	o31-w03-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0961	r110-o31-w03-c17-p09-a42075	110	o31-w03-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0962	r111-o31-w04-c17-p00-a23728	111	o31-w04-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0963	r111-o31-w04-c17-p01-a23737	111	o31-w04-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0964	r111-o31-w04-c17-p02-a24899	111	o31-w04-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0965	r111-o31-w04-c17-p03-a24952	111	o31-w04-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0966	r111-o31-w04-c17-p04-a24958	111	o31-w04-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0967	r111-o31-w04-c17-p05-a29966	111	o31-w04-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0968	r111-o31-w04-c17-p06-a30098	111	o31-w04-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0969	r111-o31-w04-c17-p07-a30101	111	o31-w04-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
0970	r111-o31-w04-c17-p08-a41947	111	o31-w04-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
0971	r111-o31-w04-c17-p09-a42075	111	o31-w04-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
0972	r112-o31-w05-c17-p00-a23728	112	o31-w05-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
0973	r112-o31-w05-c17-p01-a23737	112	o31-w05-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
0974	r112-o31-w05-c17-p02-a24899	112	o31-w05-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
0975	r112-o31-w05-c17-p03-a24952	112	o31-w05-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
0976	r112-o31-w05-c17-p04-a24958	112	o31-w05-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
0977	r112-o31-w05-c17-p05-a29966	112	o31-w05-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
0978	r112-o31-w05-c17-p06-a30098	112	o31-w05-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
0979	r112-o31-w05-c17-p07-a30101	112	o31-w05-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
