393	p02-c067	02	067	3350	3400	50	26099	159968	10784717	56447514c4b3c37f727849f61f77d94ecc919f3fed1061a4390e06352dd4390f	38336265	51b6c98b0625b305ad1c77d5bea2c3e74cbe4feedbd0ebecf1d393e702ef59b0	6087572	86009b0c10e5d2270e93fce2cfc91fe3a7d76f0bf56d82d937738ba87dcce6b6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-393.lrat.xz
394	p02-c068	02	068	3400	3450	50	26099	159968	10784717	adefe403606e5d35fd1f5a561280bde09b4c5cdf653b8323f5a99f1497c69484	48912316	da7dfb4d451c4c81bfdd103df01e126b7fa4e0431cb06822867127f31b35c9bd	8628740	d2277ae6f4cc31cf3c3a16f8f7bbcb6d309533234e1aab7333daf614611e9e64	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-394.lrat.xz
395	p02-c069	02	069	3450	3500	50	26099	159968	10784717	8cd4d65f5bc230a421b7c99ec853f3491db1b8f266cec5ef9c08db9b80606b35	70644779	884ada7715199e99e7551567433fdf3b987aa66f25823794fda997f217bdc875	13000336	8b8db8d7dc4da1069a64a0eea975ec223f52bb9b4a2feef3fff6fdbe3894f30e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-395.lrat.xz
396	p02-c070	02	070	3500	3550	50	26099	159968	10784717	9f81dd55306d6cd8906106d0728c64f1e109ad210e8a6bcded9ea3104e6924a9	45166705	8864ee02eb615616d847a46d9e52ce1113ddbc4dee58c81597199009d7bd6344	7538576	564b8f68dd32c84a0f06a88e028986e18a766b0fab8ddf675412b8cd3e46715b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-396.lrat.xz
397	p02-c071	02	071	3550	3600	50	26099	159968	10784717	7a27a743c1209d0075fa4307b311d59cf0b0b8472c88374375614c1120a8d55a	59924702	6c6cb41e394620057bc224db0d1815f5130e84ed00659bb32b33ba2f13abeaa6	10963728	0cb2550d337cabc1df64d604b1c57392de4d78ef9e2b1ca1f0004f5456a748c2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-397.lrat.xz
398	p02-c072	02	072	3600	3650	50	26099	159968	10784717	3e0f23704a7023a33943226d3505fda73aff1216e06854ede86b667ed9618d42	74509177	012f5544c00a34c429616750d8caf2205720af4f40987f8e54604c7b39ead987	13989024	9752bc9548fd2871274687e28d52b36a2a7e0e4675123800047c367603159660	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-398.lrat.xz
399	p02-c073	02	073	3650	3700	50	26099	159968	10784717	c0e5739df95adf758da647616bccde853ea84179cc650f104cbabc960b0e9e2a	48476813	85869fa7de856ab94c12d28846eb393f9a8c1efc67c7dc71478442583ec9c8fa	8812136	b32f15ad848d685c53f6b95a8f63196ab5c21c327d9dc6a03885a6f38b7de74a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-399.lrat.xz
400	p02-c074	02	074	3700	3750	50	26099	159968	10784717	51690127539d39fdb7368304bf8906f132d202f644c0f47d90ae7de7fa174c5d	52516091	e7a00211a66f9b2c47b852b279ab751e552d447e940e69158b3a4334c88f83ff	9077276	3ad7de980a3fc180347e71f2428b955a392dee47ca12788c72f039d4888082f5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-400.lrat.xz
401	p02-c075	02	075	3750	3800	50	26099	159968	10784717	fd83ca851b4a4c7b0a3bb992f897b4133d84af68d3ac362153beb680f0b9d7c4	39673569	1f85f5c7d7c989a1a3486980adcf87d487cee67b59ff73ab11bc9c870d2ccba9	6594612	5c02e8643a9e3e8c5dd076085cb6643173bcf1891e5c02a5538b57001db0f599	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-401.lrat.xz
402	p02-c076	02	076	3800	3850	50	26099	159968	10784717	e3a87f5d44b030392d71bedc99837114546e146c50abf225b8c04ef50ceb18c3	33719485	4fc3685efbc7a835488bc6c6aaaa22342780e6dd0b407682f3537d97f22bea52	5149388	0f15d88721be2cb534a96967cd910be533b66dd4868475058f3a59fe2c38d8b9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-402.lrat.xz
403	p02-c077	02	077	3850	3900	50	26099	159968	10784717	faab866d1368a2c22aae8984b960f7249c8489825ef3dd5865dc2073e3f51f16	51718395	71044711e3e9142e29e9551a147f199597e7888de1814a7561d51cbc0bc5e149	9102480	ea8d758f9c8fd371e721dc5e5b933a4558cc0d4f9cb4480082743fcfd6b0aa59	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-403.lrat.xz
404	p02-c078	02	078	3900	3950	50	26099	159968	10784717	b73144c5e2113691c7f294788c87509a60afc34d06d7de6b9e7862f858d13d21	67514482	cdf5b46cf216e1957b01b5a1c5ad0b9ba3647c114900af50bab89b7c8891ad5e	12343012	ac1dcb7e6c1ea7f6bd228e11c663447c0298f734d50913638c2b6e6521410abe	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-404.lrat.xz
405	p02-c079	02	079	3950	4000	50	26099	159968	10784717	5600ceee7e7f30a638c3b83afca54ec896e9ce9980f87ed5ea9483b6390f30e8	93894524	78dc57c2945bd0a1eebaf73dc7c161b839a20eea53815eecb28ab699510b44ff	18264168	45393b232c540bb3223f1727643b975e4f91640bddbcda639adeea8765e1af7a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-405.lrat.xz
406	p02-c080	02	080	4000	4050	50	26099	159968	10784717	70f643c25b5b0df8bcdaaffa6eaf3ccf6839b9349b35a113528ece33a2e206d5	50425013	04de1ab94cb182f0a69e8b93ea72f171db5305d3d86167cdc49b03c376b9089c	9022852	9a91b92ff45ba99acf2adf383a703fd732964d294943c7bde336c9fd4eb54fc0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-406.lrat.xz
407	p02-c081	02	081	4050	4100	50	26099	159968	10784717	9332327b94a31160ea7f79cb951fb904b97b2b3720e50105d7f5a97a578db107	43000436	5250b38b98aa1aa195f7936a08621c2b566bfdf4db0660dbcc041b5df9881d70	6988884	0978baef4aafe3cce842a9d25cbc5d46991444d054e68b4e0d6fa03c8d14f224	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-407.lrat.xz
408	p02-c082	02	082	4100	4150	50	26099	159968	10784717	0260c2e1985e374834b0b74f97fd1cefaa7800e9593233d9c7518159729c5012	33091661	f914b516d6c6d93c6d87e4e0958e06d0152f9120f40c489fb3923b11abff4394	5096492	401b19069786023083fda7dc538bb2d3793fa5faa5fe8c1dd99ab179f9885222	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-408.lrat.xz
409	p02-c083	02	083	4150	4200	50	26099	159968	10784717	516ae907e659e034911c35e61f6fc12ec53a3d06f8707aa4470d0139880ff2b1	58265687	3ab1a1602a691801ab86c9add5b5a4926d9600bbd370610cacaf1a62a14f61ba	10420872	c3df30f361faba45ea5fa2e259abb3eb7a0d258ab1983d6318eec8a7242e9747	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-409.lrat.xz
410	p02-c084	02	084	4200	4250	50	26099	159968	10784717	32732681056f30d1144b0a814c766f26c73660204f20ac34ba4f533d988c47f1	58206695	2640fc58fb5e1cd97824a38eecfe5d09d52a608ec4fb46a4e7098f25ab66f4dc	10576596	b32f2f9e0ac4a7f280c453792633386eb5aee8b0dfa73455caec6319088c04f8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-410.lrat.xz
411	p02-c085	02	085	4250	4300	50	26099	159968	10784717	4d500838a36e9a050db4093a1d34c65b5ffeebe4baf5e86844cac4984c527b92	73353535	189f93635d5a69475844ff81cbab50b1990ba4f5f40ff98ac4a2e54b376fc960	13774196	449442256bb36149ec772ab35a4dd2151550d7efbb409f737b0e0145e9b1687e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-411.lrat.xz
412	p02-c086	02	086	4300	4350	50	26099	159968	10784717	a19f23ddb925ce27e2d045772149a0833e0fcffe2ae27e8cfe5498d98d0a426e	60713574	ace1dc833ff4bcafe3a3b9a28ba7d68108ff5b4cb680fca8c157239f8048b105	11171408	9f10e6fb89d9881c3aa2d0c7df6e28842fab9a8800abe8e7da29f2ebb6f285d0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-412.lrat.xz
413	p02-c087	02	087	4350	4400	50	26099	159968	10784717	1deb81c72b172e5381b7666f85dc478b11f8bf39ba857c4882e272fb836db409	51558249	7661b6385d7ec895a09f929c6da443f44e37fdbdf5d45f017da0e36caecd6e05	9168884	c673eb5ba5cc3a2f29bc2550d9d75742d24d57fd1501deaac325bf7720febcbf	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-413.lrat.xz
414	p02-c088	02	088	4400	4450	50	26099	159968	10784717	e5e7f07dd845b4a196b7f1bcac9d0249b1bff0a962d90aeaa0fabec352520182	31540236	c1e41883dc72957b08adf8287fb4365b69030bf7d82eed6ee4d2e1d6c7832f04	4775916	ffef2d3b4f5d5e758b48e7288146b360f072bd45da729dce1146fde6f89a99dd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-414.lrat.xz
415	p02-c089	02	089	4450	4500	50	26099	159968	10784717	f57e24457471d975d5763c2969f5056af184eefbd2b8287aa048b5d04df1045a	62492359	cfdb3b2735321bbc206a123f83beefc451be8f772739f08907d78da3a594ba7c	11589252	ac5fc853bf98a56ad5e84219bcb866df6f771c8db1fe2a7e7197477d7a8dff55	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-415.lrat.xz
416	p02-c090	02	090	4500	4550	50	26099	159968	10784717	b9ce235b9f64d46bd5b20ab30044b567114f21f30dd11e544ba8f48499ebe48d	77343594	4d2b3c0c689418e108d0d092a903519166985a3af11b7ff75f839b4c6d277416	14392372	5f8c96110152e405bc178daffa5b7ec4066cea22f9d53eb825f09411190e376c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-416.lrat.xz
417	p02-c091	02	091	4550	4600	50	26099	159968	10784717	f1de68963798b16d25bbd434858d61b8d65d6fe44b458b09ec1331ff6c7af305	46000773	62060d78ae517281444a565cfc408d6e8b06a744718da83186c137a9bcbea68e	7966216	48cc02506ae2f8fbdbb607e8ff1f49729ffeeac60ec8acc277a165531274f2da	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-417.lrat.xz
418	p02-c092	02	092	4600	4650	50	26099	159968	10784717	f7f21cee68ea149762604d645792c27943770b5e51f2878494ee246edb3517d6	51833139	a343358887246c3f4bd073074c1dc8765df49295de9b2afe88c61bc441d767f6	9296004	8b3b0899d17afe83408d228bbbc82f0e39305f092b66f718e5f06b2a1a17a539	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-418.lrat.xz
419	p02-c093	02	093	4650	4700	50	26099	159968	10784717	534588dcf68b5ab98b63d73c1fbde75921ae38991b966889b8bb425e94613b2c	73661736	c3e6c115926b4a9b3838abc9c7702ebb45e273c207970fb3040d966801e1ef7e	14062712	309d33d63a27425692b06521bb3e05f7e3f8751481a9bcfdd49fd925474bb40c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-419.lrat.xz
420	p02-c094	02	094	4700	4750	50	26099	159968	10784717	9a46adc240c18df87ee2205bd5a5b4cc107386fd3c17ffe4ebb1b9f7e7546f74	35596176	2bab12a427c8e0eb6cddbbd0e56e6c4cecd0937c5f5ee8e3dd802b3bb9949f90	5497548	40732c75b38bb4f1841e1103d069de1f8b0187de9981a1d213d84b1e7ccab9a1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-420.lrat.xz
421	p02-c095	02	095	4750	4800	50	26099	159968	10784717	21309f1f1dd11ad7ca5e7d47c8c34f91b5fa7a9908a22cea84a8d8806b92b422	81304255	6dc09ea7c2013438df3165dd708deea0f00e999a895c91420c7a57eac6284402	15274696	960f43c6d28d7c52fc693f2c85cd643ef4b6e42630bffe4e708149648f6480f2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-421.lrat.xz
422	p02-c096	02	096	4800	4850	50	26099	159968	10784717	f67e1909867ea1940e0d95141bfff5a4b7a01a35aa99461ca9f5236400ae7b97	66610818	cbc76101384a717d977ad8f6743cc35bf2956c3cf224b2f6a945b10f017c882c	12103768	bd1cf75925288bab6066957d454c62e8dcb6a1ee36abe4738482ee3437188589	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-422.lrat.xz
423	p02-c097	02	097	4850	4900	50	26099	159968	10784717	6bac7610bdbe66f39e357ce58dd1ca80279dfc0453ac5a185f0a1824f8a0f739	64465183	919c919229e71529ef2310f1529168ed87fa526ef7f5f81ee4380a5c8a16fb5b	11795032	c725e56738b91a7e77307d76953c5bb65359e7645191a1a88d140a4f3e41b970	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-423.lrat.xz
424	p02-c098	02	098	4900	4950	50	26099	159968	10784717	1b5ed2ae9a97c077875a09ea8445364410a49544f1e84e68c400344d3798d478	48943903	065ff1f3026c5593a765e195f9b1ff6b0a454e8c594c6ad86038da6ede63e17b	8718748	cb479edef80a0804eb637f5575100c8feef7247d857cb814b82ea70a4b92bb72	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-424.lrat.xz
425	p02-c099	02	099	4950	5000	50	26099	159968	10784717	006e22d3b6c2511cd24287d132393a11bae3e169e44a317886adab7de0e6aa2f	58783820	0d3de2632f134ca5a73b6451d505f07f4462241109a01705faf817c06c602481	10410228	155d81fffa7efb0ec85bbe693f8885078436c818387c2715f8787769546e1c84	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-425.lrat.xz
426	p02-c100	02	100	5000	5050	50	26099	159968	10784718	27f48d21a7931c1707c4bc9b11ee715ccee9a33911522bce969e772fd0874533	79808128	f81fa70d0670ddbed67a1d4c8fea7ff6810d7e9fb30830963e1442e71f6cc34d	14650600	351ea80dae197e9cf15444cc72b0887ced2568073d5f5a986d50e5c571818025	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-426.lrat.xz
427	p02-c101	02	101	5050	5100	50	26099	159968	10784718	408a4aee77203c50a75d6152b93c6237b8fde42426fa217c868d75f2e8dfb330	50735483	4e7cdf129da358a3abecea6f477c7de99ed400e6e11ba748f27840df187bb704	8966452	f65b6bee2dfaaf1bfc343b0a5648872de11d10680f2dfe30b38ee74cdb8b4704	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-427.lrat.xz
428	p02-c102	02	102	5100	5150	50	26099	159968	10784718	1c21bdbccd4026d22abd53b95b9141ed81455acfbc937f67808f9c09e66e31ac	47653945	3a541e08af1d166cbac30f9fd8fcc0b8273d32947f8ed2542fee15a79d8406ae	8430728	b24a563fb68bbe0d64c32a2f5c09fc288f9803a4019f01ab00e4de1ebd76499e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-428.lrat.xz
429	p02-c103	02	103	5150	5200	50	26099	159968	10784718	f4dee5417b0342c724363715606ef12431f4c60cf05b9c5539e56eba2c8b9686	48982098	525865c8a701bdf15aa2dd004046054a1cc86300d65438ce7a6179bbaa02a4c1	8773212	9ed1ea3f3c559a77d7d5d3443b4b3fda30c08fea95e7acbcc947fb1287452974	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-429.lrat.xz
430	p02-c104	02	104	5200	5250	50	26099	159968	10784718	6e9bc23f9bb23469db4eac19f59e1dbfaf2e13296934619930568f3de4a9aef5	39646107	6a43b7d7365a61db97b53fd426d5d44e398682dc7d750c6153cd7bff00dda149	6520652	272f4edfa8a28b20564957c5e3927d7cd0b4675358082938fd358ca03d41d08d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-430.lrat.xz
431	p02-c105	02	105	5250	5300	50	26099	159968	10784718	b2056842869e3f8e653ec1ffb073c67c7fb79dc900dc90807971c4f0be0ad25d	52263330	383cd3723d00a45f9fcbd4fab51ce5b2756b90ad3d515a6bf0513012290a16cc	9238784	d5034af88d5c3d3cc56db976f73cf4c02b6aba55fe381adff084f1d131846fb4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-431.lrat.xz
432	p02-c106	02	106	5300	5350	50	26099	159968	10784718	31146700966a5f0893a95f844f4a167128ece93a3dcae049b9612164e9bed2a7	42838560	7c6e9c15baf4ed4f2b1b740ef134235a3ddb395a81b175031c1129f70816be58	7201436	d6796aa39af33a04bb82a3275c87c53bc30e6c45495e53f4d679af1308c148ac	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-432.lrat.xz
433	p02-c107	02	107	5350	5400	50	26099	159968	10784718	8b1a22a59fc8ed0b8020bfc6f4b3e49360909852b7c2147e86047fcc0f88161c	36942215	69c235715277a1323316470997490c9cce57e001e922cf1132b1fd1f74f8f521	5511340	853bcb1494e96d3768d9d759f3c8cd97cbe0346762b347d03524f35dc74db17b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-433.lrat.xz
434	p02-c108	02	108	5400	5450	50	26099	159968	10784718	cbe7c04286ef4b81f2234cb896c6ae86251a04ab2c66da4d2cd708c9c8af53b0	72693508	73b4492b2a2f69a6ef7d4fb420146fb39dcd68a467477477da37479a30e8a8a7	13642724	90ba2431970c0ee602d1fa3d5351298a4bb76e938b6b776a28fc383ca87737e1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-434.lrat.xz
435	p02-c109	02	109	5450	5500	50	26099	159968	10784718	2aa0679a5327b10b31fece01cdfa42d6039731f81f620b60578dab802ec62eb1	87480409	4a95ed55a1e46bc6e2968bc8dfa0eeb6a0c6eaf463977e3bece7c95afe20264b	16784216	6fcf0426475d1d656e7939f5bbaeb5f0c9bf531324ec909bde8d8053311b3e1e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-435.lrat.xz
436	p02-c110	02	110	5500	5550	50	26099	159968	10784718	aab93b76ee3a5a54db4743bd26e6d0a5ed4052c25e85d347604cb03b90f933f1	45163279	9f342a381366c1db67f90834fbde1cdb1868527ce0074fb34e2aa5ce5bb58144	7541520	fadba0ac645a2e2d71916449261307f579603493742635116e8fc219f571cb32	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-436.lrat.xz
437	p02-c111	02	111	5550	5600	50	26099	159968	10784718	5b6fd290a5de78aea69f58e8d71ff23c7c7899875b25be7173c90eb807c5e4bb	53459315	cf10fbb2d544cf9031bbc2f60368176f727f300bd6633415eb79433f47059a68	9471812	0953c5c7c9d196a9ba015d1c65018e75727700130c37f26ee601c729f2e4a1dc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-437.lrat.xz
438	p02-c112	02	112	5600	5650	50	26099	159968	10784718	f0abda04939f1bd41525b2994ed26f6e9eff5ac357c28c022de2c57e307ac9de	43933623	175f469d0e826f974ae20555e20ead6c9456f3232a69abc6f2b6fb395481bd21	7493620	4b4af753e7ce701b0b7619379d7a8c9b6e9385dc86cf124281c61bbe761ca489	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-438.lrat.xz
439	p02-c113	02	113	5650	5700	50	26099	159968	10784718	0b370b365422404ffa68a1c0ee40df6c5d6927176f0997dc080df922ed6e7cba	44470441	0d402f16bd943958daf9c46e019c0d8d10971cbb33e471846e1015199f2f96e4	7523888	553fec7f7b227d874a6f5b1f0c1a70e685262ebe0528cb507348c01f01d3e47d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-439.lrat.xz
440	p02-c114	02	114	5700	5750	50	26099	159968	10784718	f55bfcf89a5a0924fdc1e0b29d5f8b63243303eeb0060025b8ed2d887b2a9145	32521565	b94c2ccda88c9e5427f06fdf18e7e6458554b02e2e5e44fcd582a71f0b816af1	5025608	9dfa981f9f5178b415018c09886e3ca51a222c37cf5eb2e7d18b1eed44893018	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-440.lrat.xz
441	p02-c115	02	115	5750	5800	50	26099	159968	10784718	4ef5ad97a773a697d2c7d6ede57fbe8a1b18ea7f5fdd0ca967099c6c8e48d1b1	33399657	92bcaad62950417fd14dc3bd9816a6a3377af5c6096745a2293de101acd56879	5028248	3746efba4c2d0fe7db2e34617e7fc4291fa033951d9dc56c76f05c896ea56d83	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-441.lrat.xz
442	p02-c116	02	116	5800	5850	50	26099	159968	10784718	e1c0f1d7af75ff04eb5bb15733668c82f6f44ca50f127ff0f7f39794097b8ffa	39170991	a80a967dd4a95f09fb22fdbabdc5f21bdc75ed1791c4d3d8b0ed5e9644215312	6300284	314ce273880250c258ee8b21de4755d89aab2259ac21ad4e2fe528b6220afe0e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-442.lrat.xz
443	p02-c117	02	117	5850	5900	50	26099	159968	10784718	b8f8bc309a833892c83a35debf6b977716343084d8648253b30f08c2b672d4d6	55736922	1f58253ac9580fffb2bcd329ed1409812e27353c4419049da2a55568163bf08b	9847600	96f33434718aee941a0bfe36feb3ceff7cc987148f54c7a7cdab74c9fbb332da	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-443.lrat.xz
444	p02-c118	02	118	5900	5950	50	26099	159968	10784718	f2f355e862b603258a2d7222d85e7bca9835011aab099e07a649f55f28fe0da0	50856639	078012a1548fe8758bb7d43007099fae86b96adb1daf85299b135d37f50aa0aa	8948060	cf88bff2f1db8d4bfa31b1289f948ba7ab16ab809afe0d75a2e994fb97de104c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-444.lrat.xz
445	p02-c119	02	119	5950	6000	50	26099	159968	10784718	45cf0bd3b320535ca6a4c3a1215869722b4d04b401d925e8ccb600d816d84a2c	47769889	c06ee442eebda10181b4a3817ee6050dfa8dd279bf45642f859ac670e9a69b60	8209932	7060d6bb4773c14dc3b7ce276d05bd414fcb070234bf2dd6563fa30a1ae15518	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-445.lrat.xz
446	p02-c120	02	120	6000	6050	50	26099	159968	10784718	acb114a1b902211aed928a10422bbc2730a7bd0b2fe69fd0e3090c1ab776d51a	79122078	e54ccccba0daecf99273440911e9a0bcfa313f2af3af316a1396eb0e83330184	15213956	7326cc51b915bdf7db2f1ceb8ca11210a9d58dbc9085697002fd8d76de85d98d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-446.lrat.xz
447	p02-c121	02	121	6050	6100	50	26099	159968	10784718	4bbfe5bffa3f49bcec2730292473d8ac0beca09e077db03229b59ed29f0d36c1	40371534	cff1bc1ba530cc9189c8cd3fd017031dbb4b92aeb09296351f52ce41d1a08e8f	6477692	79cf994c2630f422e28a39cd0b333e5241c75d8ce37e70e2b92b5c9b940de0c1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-447.lrat.xz
448	p02-c122	02	122	6100	6150	50	26099	159968	10784718	0e801ae0ffd125b2aa5f64f52a0e903f9aee8dc018f0201142e96661e3d72807	53627659	ba332e780a87dbb26b8084018af9cff00b98c87c5c52760058b96c020b555fe8	9361028	cea4409fba98e19cd7f7c27eabafbed11d7b594167f88443fe4de037be51bace	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-448.lrat.xz
449	p02-c123	02	123	6150	6200	50	26099	159968	10784718	fd14df30cd868af0df6609ba4551ebfcc11352f9be5ecb846b7d8939247bb082	65835904	415fc374cec6fd27c6f0fd07912f7f102188f36db2af6c46f6e3b554df7f205f	11969220	6efb374add6219a0640255fb47678df303489e3c113517c3f3a708b967ef4ede	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-449.lrat.xz
450	p02-c124	02	124	6200	6250	50	26099	159968	10784718	fe1dd611f50cea3630c33f86f0bfc0f789691843d544dfc2be17026c6e9f60ec	106626458	8ded901224867ecf0ee63bc4ff699955c6db71efe38d7a5aececc806c61785d0	20317888	9d266c462e90541084ef0cc97c72a6d9ac9cb1582f88efe73ce5830ed012e3fd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-450.lrat.xz
451	p02-c125	02	125	6250	6300	50	26099	159968	10784718	131305942fa1fa71bffa8559dbf141ca314a3e6da7a527d7ffab63e4d0b83448	32313290	0a70682e59cb92704731233eb99244bb283556d24327dd04499697314884ad0c	4921076	d5c9201345b7999fd499de79c284d05a9ce4d1b6f3d508413168cc1e508eacd6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-451.lrat.xz
452	p02-c126	02	126	6300	6350	50	26099	159968	10784718	76d59e3419aedcaab39577abbc0854027e1d4ab098ae1aa718cb275626bac0ff	33460076	9eb168bd509d5d1c764adb971da1a7ec7d94d479d85f41d5ff1af49a68cdf3ec	5054952	b4e1eeaf105708db98040ad39d849654812c8d3bcbac638254b56487b551c3ca	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-452.lrat.xz
453	p02-c127	02	127	6350	6400	50	26099	159968	10784718	496ee69b07c3bc28edbe4f813468ad5680c91ced05c27c764946cd7f316bfb0c	37377182	5aa1c7cb79c3672732ce9cd2fd0ac59d1994df6d7baff14219d445fc4056f914	6003656	7b1e9eec0f8064435816c17b91d0bbde0aa25015a0cb45de9a4ce562b202c336	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-453.lrat.xz
454	p02-c128	02	128	6400	6450	50	26099	159968	10784718	b7787dd1c301a6c174f828964d78cc5390cc526b81472b806f62cdec70dca1bf	40167263	cfad97a40d19a3d8d2d12b32219611771639405e6c7bc6cc770dc7dec0ee1fd0	6449244	7cee947d72fd21d99d4098271c5cc97319b05331288d4ae6ed292a641d437092	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-454.lrat.xz
455	p02-c129	02	129	6450	6500	50	26099	159968	10784718	219053c5d639eb4c1db6d519c35787a7ec24330767c213784aaf57520d0eef07	34682274	48f6f78266a0eb42c07e212f9f27f04d2ad6c278c611d90e2b2a727f72e6193c	5364740	f151c5ed5677a0e2975a8bb8204e833157211634101bc18274261559f97403e0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-455.lrat.xz
456	p02-c130	02	130	6500	6550	50	26099	159968	10784718	ff0f0f4abd034a80bfd8b55912bb2fff9553edfdbea1f21164b1c7fcc05a375a	59316228	ffab5f08dace57fbe7445a47be434b7fbefdd6e8ab8fc800b0451453efec82bc	10505408	2f5ddb073f0cdc1485d7b2dcf141080dfda7e2bcd50d4502074c75d82def2e86	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-456.lrat.xz
457	p02-c131	02	131	6550	6600	50	26099	159968	10784718	5ffd5f59733ba2035dae45e69d87bedace7609c41824660742170f93f56c7c9e	80337938	a644878eeb0cb69a320233cf10f866bc0d71cb5813d1d178b7d8e05e06b4c7b8	15370516	b9683cc4cf99aebaaa5e5131fc957e40f6710895648f483c0b287050d63aa97e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-457.lrat.xz
458	p02-c132	02	132	6600	6650	50	26099	159968	10784718	dac26a867b831d91146a2f9409f58cc8aa0981e37758491e37023f5dba772b8a	71582368	0e61eb13fb2cbd54a6039e2f973e4149677af1dbe15db8623cfb46d3931345e9	13416912	cbe11c5dda2e9065435591f6ef2a7c9eadca438756bfeeeb0f8580c7b67997e5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-458.lrat.xz
459	p02-c133	02	133	6650	6700	50	26099	159968	10784718	131e0753b76537315a28684431b49790f774d5f84cb43c8e13cb7653acfa067c	49087678	554c4a89c34aa9e98c3362af964a2e7524d9d28b43355878c33e7565c918135d	8556852	d82d740494a9abc36623d0dba26586468d12574c01dc57e1e8dbab4405cf5718	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-459.lrat.xz
