n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
1075,0,0,-9,9,0,0,1,-2,4,0,2,3,0,0,0,18,6,12,0,0,3,4,0,0,0,0,0
1076,0,0,-9,9,0,0,2,-2,4,0,2,3,0,0,0,18,7,11,0,0,2,4,0,0,0,0,0
1077,0,1,-8,8,1,0,2,0,4,0,2,2,1,0,0,18,8,10,1,1,2,5,0,0,0,0,0
1078,0,0,-8,8,0,1,2,1,2,0,3,4,0,0,0,18,9,9,0,0,2,5,0,0,0,0,0
1079,0,1,-7,7,1,2,3,2,1,0,2,2,1,0,0,18,10,8,1,1,3,4,0,0,0,0,0
1080,0,0,-7,7,0,2,2,2,-1,0,3,7,0,0,0,18,11,7,0,0,3,4,0,0,0,0,0
1081,0,1,-6,6,1,2,2,2,-1,0,2,2,1,0,0,18,12,6,1,2,3,5,0,0,0,0,0
1082,0,1,-5,5,1,3,0,4,-2,0,2,2,1,0,0,18,13,5,2,1,2,5,0,0,0,0,0
1083,0,0,-5,5,0,2,-2,4,-4,0,2,3,0,0,0,18,14,4,0,0,3,6,1,0,0,0,0
1084,0,0,-5,5,0,2,-3,4,-5,0,2,3,0,0,0,18,15,3,0,0,3,5,1,0,0,11,11
1085,0,-1,-6,6,-1,0,-3,2,-5,0,3,3,1,0,0,18,16,2,1,3,3,5,1,0,0,11,11
1086,0,-1,-7,7,-1,-2,-2,1,-5,0,3,3,1,0,0,18,17,1,2,2,3,5,1,0,0,11,11
1087,0,-1,-8,8,-1,-3,-2,-1,-3,1,1,1,1,1,1,22,0,0,3,1,3,5,2,11,11,11,0
1088,0,0,-8,8,0,-3,-2,-1,-3,0,2,7,0,0,0,4,1,3,0,0,3,5,2,0,11,11,0
1089,0,0,-8,8,0,-2,-2,-2,-3,0,2,4,0,0,0,4,2,2,0,0,3,6,3,0,11,11,0
1090,0,-1,-9,9,-1,-2,-3,-4,-4,0,3,3,1,0,0,4,3,1,1,2,2,6,3,0,11,22,11
1091,0,-1,-10,10,-1,-2,-1,-5,-3,1,1,1,1,1,1,6,0,0,2,1,3,6,3,11,11,22,11
1092,0,0,-10,10,0,-2,-1,-5,-1,0,4,5,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1093,0,-1,-11,11,-1,-3,-1,-5,-1,1,1,1,1,1,1,6,0,0,1,3,4,6,3,11,22,11,-11
1094,0,1,-10,10,1,-1,-1,-3,1,0,2,2,1,0,0,4,1,3,2,2,3,6,3,0,22,11,-11
1095,0,-1,-11,11,-1,-1,-2,-3,-1,0,3,3,1,0,0,4,2,2,3,1,4,6,3,0,11,11,0
1096,0,0,-11,11,0,-1,0,-3,-1,0,2,4,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1097,0,-1,-12,12,-1,-1,0,-4,-1,1,1,1,1,1,1,10,0,0,1,1,3,6,2,11,11,11,0
1098,0,0,-12,12,0,-2,2,-3,-1,0,3,4,0,0,0,6,1,5,0,0,2,6,1,0,11,0,-11
1099,0,1,-11,11,1,0,1,-1,-2,0,2,2,1,0,0,6,2,4,1,1,3,6,2,0,11,0,-11
1100,0,0,-11,11,0,0,-1,-1,-3,0,3,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1101,0,1,-10,10,1,2,-1,1,-3,0,2,2,1,0,0,6,4,2,1,3,4,6,2,0,0,11,11
1102,0,-1,-11,11,-1,1,-3,-1,-5,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1103,0,-1,-12,12,-1,-1,-3,-1,-3,1,1,1,1,1,1,12,0,0,3,1,4,6,1,11,11,11,0
1104,0,0,-12,12,0,-1,-2,-1,-1,0,3,6,0,0,0,6,1,5,0,0,4,5,1,0,11,0,-11
1105,0,-1,-13,13,-1,-3,-2,-1,-1,0,3,3,1,0,0,6,2,4,1,2,3,6,2,0,11,0,-11
1106,0,-1,-14,14,-1,-3,-2,-2,-1,0,3,3,1,0,0,6,3,3,2,1,2,6,2,0,11,11,0
1107,0,0,-14,14,0,-2,0,-3,1,0,2,4,0,0,0,6,4,2,0,0,3,6,2,0,0,11,11
1108,0,0,-14,14,0,-2,1,-3,2,0,2,3,0,0,0,6,5,1,0,0,3,5,1,0,0,11,11
1109,0,-1,-15,15,-1,-2,1,-5,2,1,1,1,1,1,1,14,0,0,1,3,3,6,1,11,11,11,0
1110,0,1,-14,14,1,0,1,-3,2,0,4,4,1,0,0,8,1,7,2,2,3,6,1,0,11,0,-11
1111,0,1,-13,13,1,1,1,-1,0,0,2,2,1,0,0,8,2,6,3,1,4,6,1,0,11,0,-11
1112,0,0,-13,13,0,1,1,-1,0,0,2,4,0,0,0,8,3,5,0,0,4,6,1,0,11,0,-11
1113,0,-1,-14,14,-1,1,1,-1,0,0,3,3,1,0,0,8,4,4,1,3,4,7,2,0,0,0,0
1114,0,1,-13,13,1,1,1,1,2,0,2,2,1,0,0,8,5,3,2,2,3,7,1,0,0,11,11
1115,0,1,-12,12,1,1,-1,2,2,0,2,2,1,0,0,8,6,2,3,1,4,7,1,0,0,11,11
1116,0,0,-12,12,0,1,-1,2,0,0,3,5,0,0,0,8,7,1,0,0,4,6,1,0,0,11,11
1117,0,-1,-13,13,-1,1,-1,2,0,1,1,1,1,1,1,14,0,0,1,3,4,7,1,11,11,11,0
1118,0,-1,-14,14,-1,-1,1,0,1,0,3,3,1,0,0,6,1,5,2,2,3,7,1,0,11,0,-11
1119,0,1,-13,13,1,-1,3,0,3,0,2,2,1,0,0,6,2,4,3,1,4,7,2,0,11,0,-11
1120,0,0,-13,13,0,-1,1,0,2,0,3,7,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1121,0,1,-12,12,1,1,1,2,2,0,2,2,1,0,0,6,4,2,1,3,4,6,2,0,0,11,11
1122,0,1,-11,11,1,3,0,2,0,0,4,4,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1123,0,-1,-12,12,-1,1,0,0,-2,1,1,1,1,1,1,12,0,0,3,1,3,5,1,11,11,11,0
1124,0,0,-12,12,0,1,1,0,-2,0,2,3,0,0,0,6,1,5,0,0,3,4,1,0,11,0,-11
1125,0,0,-12,12,0,0,1,1,-2,0,2,5,0,0,0,6,2,4,0,0,2,5,2,0,11,0,-11
1126,0,1,-11,11,1,0,0,3,-1,0,2,2,1,0,0,6,3,3,1,1,1,5,2,0,11,11,0
1127,0,0,-11,11,0,1,-2,2,-2,0,2,3,0,0,0,6,4,2,0,0,2,5,2,0,0,11,11
1128,0,0,-11,11,0,1,-3,2,-1,0,3,5,0,0,0,6,5,1,0,0,3,4,1,0,0,11,11
1129,0,-1,-12,12,-1,0,-3,0,-1,1,1,1,1,1,1,28,0,0,1,3,3,5,1,11,11,11,0
1130,0,-1,-13,13,-1,-2,-1,-2,1,0,3,3,1,0,0,22,1,21,2,2,3,5,1,0,11,0,-11
1131,0,-1,-14,14,-1,-3,0,-2,3,0,3,3,1,0,0,22,2,20,3,1,4,5,1,0,11,0,-11
1132,0,0,-14,14,0,-3,2,-2,5,0,2,3,0,0,0,22,3,19,0,0,3,5,1,0,11,0,-11
1133,0,1,-13,13,1,-1,2,-1,5,0,2,2,1,0,0,22,4,18,1,1,3,6,1,0,0,0,0
1134,0,0,-13,13,0,0,2,-2,5,0,3,6,0,0,0,22,5,17,0,0,2,6,0,0,0,0,0
1135,0,1,-12,12,1,2,3,-1,6,0,2,2,1,0,0,22,6,16,1,1,3,6,0,0,0,0,0
1136,0,0,-12,12,0,2,3,-1,5,0,2,5,0,0,0,22,7,15,0,0,3,5,0,0,0,0,0
1137,0,1,-11,11,1,2,3,1,5,0,2,2,1,0,0,22,8,14,1,3,4,6,0,0,0,0,0
1138,0,1,-10,10,1,3,3,3,5,0,2,2,1,0,0,22,9,13,2,2,3,6,0,0,0,0,0
1139,0,1,-9,9,1,3,3,5,3,0,2,2,1,0,0,22,10,12,3,1,4,6,0,0,0,0,0
1140,0,0,-9,9,0,3,2,5,3,0,4,5,0,0,0,22,11,11,0,0,4,5,0,0,0,0,0
1141,0,1,-8,8,1,3,2,5,3,0,2,2,1,0,0,22,12,10,1,2,3,6,0,0,0,0,0
1142,0,1,-7,7,1,3,2,6,3,0,2,2,1,0,0,22,13,9,2,1,2,6,0,0,0,0,0
1143,0,0,-7,7,0,2,0,5,2,0,2,3,0,0,0,22,14,8,0,0,3,6,0,0,0,0,0
1144,0,0,-7,7,0,2,1,5,1,0,3,5,0,0,0,22,15,7,0,0,3,5,0,0,0,0,0
1145,0,1,-6,6,1,2,1,5,1,0,2,2,1,0,0,22,16,6,1,3,3,6,0,0,0,0,0
1146,0,-1,-7,7,-1,0,1,3,-1,0,3,3,1,0,0,22,17,5,2,2,3,5,0,0,0,0,0
1147,0,1,-6,6,1,1,2,3,1,0,2,2,1,0,0,22,18,4,3,1,4,5,1,0,0,0,0
1148,0,0,-6,6,0,1,0,3,1,0,3,4,0,0,0,22,19,3,0,0,3,5,1,0,0,11,11
1149,0,1,-5,5,1,1,0,3,1,0,2,2,1,0,0,22,20,2,1,1,3,6,2,0,0,11,11
1150,0,0,-5,5,0,2,-2,2,1,0,3,4,0,0,0,22,21,1,0,0,2,6,2,0,0,22,22
1151,0,-1,-6,6,-1,0,-1,1,0,1,1,1,1,1,1,24,0,0,1,1,3,6,2,11,11,22,11
1152,0,0,-6,6,0,0,1,1,2,0,2,9,0,0,0,2,1,1,0,0,3,5,2,0,11,11,0
1153,0,-1,-7,7,-1,-2,1,-1,2,1,1,1,1,1,1,12,0,0,1,3,4,6,2,11,22,11,-11
1154,0,1,-6,6,1,-1,3,1,3,0,2,2,1,0,0,10,1,9,2,2,3,6,2,0,22,0,-22
1155,0,1,-5,5,1,1,1,1,1,0,4,4,1,0,0,10,2,8,3,1,4,7,2,0,11,0,-11
1156,0,0,-5,5,0,1,1,1,-1,0,2,4,0,0,0,10,3,7,0,0,4,6,1,0,11,0,-11
1157,0,1,-4,4,1,3,1,1,-1,0,2,2,1,0,0,10,4,6,1,3,4,6,1,0,0,0,0
1158,0,-1,-5,5,-1,1,0,0,-1,0,3,3,1,0,0,10,5,5,2,2,3,6,0,0,0,0,0
1159,0,1,-4,4,1,1,0,2,-1,0,2,2,1,0,0,10,6,4,3,1,3,6,1,0,0,0,0
1160,0,0,-4,4,0,1,-2,2,-1,0,3,5,0,0,0,10,7,3,0,0,3,5,1,0,0,11,11
1161,0,0,-4,4,0,0,-2,3,-1,0,2,4,0,0,0,10,8,2,0,0,3,6,1,0,0,11,11
1162,0,-1,-5,5,-1,0,-1,1,0,0,3,3,1,0,0,10,9,1,1,2,2,6,1,0,0,11,11
1163,0,-1,-6,6,-1,-2,-1,-1,1,1,1,1,1,1,1,18,0,0,2,1,3,6,1,11,11,11,0
1164,0,0,-6,6,0,-2,1,-1,1,0,3,4,0,0,0,8,1,7,0,0,4,5,1,0,11,0,-11
1165,0,1,-5,5,1,-1,1,-1,1,0,2,2,1,0,0,8,2,6,1,3,4,6,1,0,11,0,-11
1166,0,-1,-6,6,-1,-1,1,-1,-1,0,3,3,1,0,0,8,3,5,2,2,3,6,1,0,11,0,-11
1167,0,1,-5,5,1,1,2,-1,1,0,2,2,1,0,0,8,4,4,3,1,4,6,2,0,0,0,0
1168,0,0,-5,5,0,1,0,-1,0,0,2,5,0,0,0,8,5,3,0,0,3,5,1,0,0,11,11
1169,0,1,-4,4,1,1,0,0,0,0,2,2,1,0,0,8,6,2,1,1,3,6,1,0,0,11,11
1170,0,0,-4,4,0,2,-2,1,0,0,4,5,0,0,0,8,7,1,0,0,2,6,1,0,0,11,11
1171,0,-1,-5,5,-1,0,-1,1,-1,1,1,1,1,1,1,18,0,0,1,1,3,5,1,11,11,11,0
1172,0,0,-5,5,0,0,0,1,0,0,2,3,0,0,0,10,1,9,0,0,3,4,1,0,11,0,-11
1173,0,-1,-6,6,-1,-2,0,-1,0,0,3,3,1,0,0,10,2,8,1,2,3,5,1,0,11,0,-11
1174,0,1,-5,5,1,-1,2,1,0,0,2,2,1,0,0,10,3,7,2,1,2,5,1,0,11,0,-11
1175,0,0,-5,5,0,0,0,0,-2,0,2,3,0,0,0,10,4,6,0,0,3,5,1,0,0,0,0
1176,0,0,-5,5,0,0,0,0,-2,0,3,6,0,0,0,10,5,5,0,0,3,4,0,0,0,0,0
1177,0,1,-4,4,1,2,0,0,-2,0,2,2,1,0,0,10,6,4,1,2,2,5,1,0,0,0,0
1178,0,-1,-5,5,-1,0,-2,-1,-4,0,3,3,1,0,0,10,7,3,2,1,2,5,1,0,0,11,11
1179,0,0,-5,5,0,0,-2,0,-2,0,2,3,0,0,0,10,8,2,0,0,3,4,1,0,0,11,11
1180,0,0,-5,5,0,0,-2,0,-3,0,3,4,0,0,0,10,9,1,0,0,3,4,1,0,0,11,11
1181,0,-1,-6,6,-1,-2,-2,0,-3,1,1,1,1,1,1,16,0,0,1,2,2,5,1,11,11,11,0
1182,0,-1,-7,7,-1,-2,-2,-2,-1,0,3,3,1,0,0,6,1,5,2,1,2,5,1,0,11,0,-11
1183,0,0,-7,7,0,-2,0,-2,1,0,2,3,0,0,0,6,2,4,0,0,3,5,2,0,11,0,-11
1184,0,0,-7,7,0,-2,-1,-2,2,0,2,6,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1185,0,-1,-8,8,-1,-2,-1,-4,2,0,3,3,1,0,0,6,4,2,1,3,3,6,2,0,0,11,11
1186,0,1,-7,7,1,0,1,-2,2,0,2,2,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1187,0,-1,-8,8,-1,-1,1,-3,0,1,1,1,1,1,1,12,0,0,3,1,4,6,1,11,11,11,0
1188,0,0,-8,8,0,-1,3,-3,2,0,3,6,0,0,0,6,1,5,0,0,4,6,1,0,11,0,-11
1189,0,1,-7,7,1,1,3,-1,2,0,2,2,1,0,0,6,2,4,1,3,4,7,2,0,11,0,-11
1190,0,1,-6,6,1,1,1,1,1,0,4,4,1,0,0,6,3,3,2,2,3,7,2,0,11,11,0
1191,0,1,-5,5,1,3,-1,2,1,0,2,2,1,0,0,6,4,2,3,1,4,7,2,0,0,11,11
1192,0,0,-5,5,0,3,-1,2,1,0,2,4,0,0,0,6,5,1,0,0,4,6,1,0,0,11,11
1193,0,-1,-6,6,-1,1,-1,2,1,1,1,1,1,1,1,14,0,0,1,3,4,6,1,11,11,11,0
1194,0,-1,-7,7,-1,-1,0,0,1,0,3,3,1,0,0,8,1,7,2,2,3,6,1,0,11,0,-11
1195,0,1,-6,6,1,-1,2,2,3,0,2,2,1,0,0,8,2,6,3,1,3,6,1,0,11,0,-11
1196,0,0,-6,6,0,-1,2,2,3,0,3,4,0,0,0,8,3,5,0,0,3,5,1,0,11,0,-11
1197,0,0,-6,6,0,0,2,1,3,0,3,4,0,0,0,8,4,4,0,0,3,6,2,0,0,0,0
1198,0,1,-5,5,1,2,1,1,4,0,2,2,1,0,0,8,5,3,1,2,2,6,1,0,0,11,11
1199,0,1,-4,4,1,2,1,1,3,0,2,2,1,0,0,8,6,2,2,1,3,6,1,0,0,11,11
1200,0,0,-4,4,0,2,1,1,3,0,3,7,0,0,0,8,7,1,0,0,4,5,1,0,0,11,11
1201,0,-1,-5,5,-1,1,1,1,3,1,1,1,1,1,1,20,0,0,1,3,4,6,1,11,11,11,0
1202,0,1,-4,4,1,1,3,3,3,0,2,2,1,0,0,12,1,11,2,2,3,6,1,0,11,0,-11
1203,0,1,-3,3,1,1,2,3,2,0,2,2,1,0,0,12,2,10,3,1,4,6,1,0,11,0,-11
1204,0,0,-3,3,0,1,2,3,2,0,3,4,0,0,0,12,3,9,0,0,3,5,1,0,11,0,-11
1205,0,1,-2,2,1,3,2,4,2,0,2,2,1,0,0,12,4,8,1,1,3,6,1,0,0,0,0
1206,0,0,-2,2,0,2,0,3,0,0,3,4,0,0,0,12,5,7,0,0,2,5,0,0,0,0,0
1207,0,1,-1,1,1,2,0,3,1,0,2,2,1,0,0,12,6,6,1,1,3,5,0,0,0,0,0
1208,0,0,-1,1,0,2,0,3,0,0,2,4,0,0,0,12,7,5,0,0,2,4,0,0,0,0,0
1209,0,-1,-2,2,-1,0,0,3,0,0,3,3,1,0,0,12,8,4,1,1,3,5,1,0,0,0,0
1210,0,0,-2,2,0,0,0,2,0,0,3,4,0,0,0,12,9,3,0,0,2,5,1,0,0,11,11
1211,0,1,-1,1,1,0,1,2,1,0,2,2,1,0,0,12,10,2,1,1,3,5,1,0,0,11,11
1212,0,0,-1,1,0,0,0,2,1,0,3,4,0,0,0,12,11,1,0,0,3,4,1,0,0,11,11
1213,0,-1,-2,2,-1,0,0,0,1,1,1,1,1,1,1,16,0,0,1,2,3,5,2,11,11,11,0
1214,0,1,-1,1,1,1,0,1,1,0,2,2,1,0,0,4,1,3,2,1,2,5,2,0,11,11,0
1215,0,0,-1,1,0,0,0,0,-1,0,2,6,0,0,0,4,2,2,0,0,3,6,2,0,11,11,0
1216,0,0,-1,1,0,0,1,0,-2,0,2,7,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1217,0,-1,-2,2,-1,0,1,0,-2,1,1,1,1,1,1,10,0,0,1,3,3,6,2,11,11,11,0
1218,0,1,-1,1,1,0,1,1,-1,0,4,4,1,0,0,6,1,5,2,2,3,6,1,0,11,0,-11
1219,0,1,0,0,1,1,-1,1,-1,0,2,2,1,0,0,6,2,4,3,1,4,6,2,0,11,0,-11
1220,0,0,0,0,0,1,-3,1,-1,0,3,4,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1221,0,-1,-1,1,-1,1,-3,1,-1,0,3,3,1,0,0,6,4,2,1,3,4,6,2,0,0,11,11
1222,0,-1,-2,2,-1,-1,-2,-1,-1,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1223,0,-1,-3,3,-1,-3,0,-2,1,1,1,1,1,1,1,12,0,0,3,1,3,6,1,11,11,11,0
1224,0,0,-3,3,0,-3,2,-2,1,0,3,6,0,0,0,6,1,5,0,0,3,5,1,0,11,0,-11
1225,0,0,-3,3,0,-2,2,-1,1,0,2,4,0,0,0,6,2,4,0,0,3,6,2,0,11,0,-11
1226,0,1,-2,2,1,0,1,-1,1,0,2,2,1,0,0,6,3,3,1,2,2,6,2,0,11,11,0
1227,0,1,-1,1,1,2,1,-1,1,0,2,2,1,0,0,6,4,2,2,1,3,6,3,0,0,11,11
1228,0,0,-1,1,0,2,-1,-1,-1,0,2,3,0,0,0,6,5,1,0,0,4,5,2,0,0,22,22
1229,0,-1,-2,2,-1,1,-1,-1,-1,1,1,1,1,1,1,8,0,0,1,3,4,5,2,11,11,22,11
1230,0,1,-1,1,1,1,0,1,-1,0,4,4,1,0,0,2,1,1,2,2,3,6,2,0,11,11,0
1231,0,-1,-2,2,-1,-1,0,1,-1,1,1,1,1,1,1,8,0,0,3,1,3,6,2,11,22,11,-11
1232,0,0,-2,2,0,-1,0,1,-1,0,3,6,0,0,0,6,1,5,0,0,3,5,2,0,22,0,-22
1233,0,0,-2,2,0,0,0,1,-1,0,2,3,0,0,0,6,2,4,0,0,3,6,3,0,11,0,-11
1234,0,1,-1,1,1,0,-1,1,0,0,2,2,1,0,0,6,3,3,1,2,2,6,2,0,11,11,0
1235,0,-1,-2,2,-1,0,-1,-1,-1,0,3,3,1,0,0,6,4,2,2,1,3,6,2,0,0,11,11
1236,0,0,-2,2,0,0,-1,-1,1,0,3,4,0,0,0,6,5,1,0,0,4,5,1,0,0,11,11
1237,0,-1,-3,3,-1,-1,-1,-1,1,1,1,1,1,1,1,18,0,0,1,3,4,6,1,11,11,11,0
1238,0,1,-2,2,1,-1,1,-1,1,0,2,2,1,0,0,12,1,11,2,2,3,6,1,0,11,0,-11
1239,0,-1,-3,3,-1,-1,0,-1,-1,0,3,3,1,0,0,12,2,10,3,1,4,6,1,0,11,0,-11
1240,0,0,-3,3,0,-1,2,-1,1,0,3,5,0,0,0,12,3,9,0,0,3,5,1,0,11,0,-11
1241,0,1,-2,2,1,1,2,0,1,0,2,2,1,0,0,12,4,8,1,1,3,6,1,0,0,0,0
1242,0,0,-2,2,0,0,0,-1,-1,0,3,5,0,0,0,12,5,7,0,0,2,6,0,0,0,0,0
1243,0,1,-1,1,1,2,-1,1,-1,0,2,2,1,0,0,12,6,6,1,1,3,6,0,0,0,0,0
1244,0,0,-1,1,0,2,-1,1,-2,0,2,3,0,0,0,12,7,5,0,0,3,5,0,0,0,0,0
1245,0,-1,-2,2,-1,0,-1,1,-2,0,3,3,1,0,0,12,8,4,1,3,4,6,1,0,0,0,0
1246,0,-1,-3,3,-1,-1,-1,-1,0,0,3,3,1,0,0,12,9,3,2,2,3,5,1,0,0,11,11
1247,0,1,-2,2,1,-1,0,1,2,0,2,2,1,0,0,12,10,2,3,1,4,5,1,0,0,11,11
1248,0,0,-2,2,0,-1,-1,1,2,0,3,7,0,0,0,12,11,1,0,0,3,4,1,0,0,11,11
1249,0,-1,-3,3,-1,-1,-1,-1,2,1,1,1,1,1,1,22,0,0,1,1,2,5,1,11,11,11,0
1250,0,0,-3,3,0,0,1,-1,4,0,2,5,0,0,0,10,1,9,0,0,1,5,1,0,11,0,-11
1251,0,0,-3,3,0,-1,2,-2,3,0,2,3,0,0,0,10,2,8,0,0,2,5,1,0,11,0,-11
1252,0,0,-3,3,0,-1,3,-2,2,0,2,3,0,0,0,10,3,7,0,0,2,4,1,0,11,0,-11
1253,0,1,-2,2,1,1,3,0,2,0,2,2,1,0,0,10,4,6,1,3,3,5,1,0,0,0,0
1254,0,1,-1,1,1,2,3,2,2,0,4,4,1,0,0,10,5,5,2,2,3,5,0,0,0,0,0
1255,0,1,0,0,1,3,1,2,2,0,2,2,1,0,0,10,6,4,3,1,4,6,1,0,0,0,0
1256,0,0,0,0,0,3,-1,2,2,0,2,4,0,0,0,10,7,3,0,0,4,6,1,0,0,11,11
1257,0,1,1,1,1,3,-1,4,2,0,2,2,1,0,0,10,8,2,1,3,4,7,1,0,0,11,11
1258,0,-1,0,0,-1,1,-1,3,0,0,3,3,1,0,0,10,9,1,2,2,3,7,1,0,0,11,11
1259,0,-1,-1,1,-1,-1,1,2,0,1,1,1,1,1,1,28,0,0,3,1,4,7,1,11,11,11,0
1260,0,0,-1,1,0,-1,3,2,2,0,4,6,0,0,0,18,1,17,0,0,4,6,1,0,11,0,-11
1261,0,1,0,0,1,-1,3,2,2,0,2,2,1,0,0,18,2,16,1,3,4,7,1,0,11,0,-11
1262,0,1,1,1,1,1,1,2,1,0,2,2,1,0,0,18,3,15,2,2,3,7,1,0,11,0,-11
1263,0,1,2,2,1,3,-1,2,-1,0,2,2,1,0,0,18,4,14,3,1,4,7,1,0,0,0,0
1264,0,0,2,2,0,3,-1,2,-1,0,2,5,0,0,0,18,5,13,0,0,4,6,0,0,0,0,0
1265,0,-1,1,1,-1,1,-1,0,-1,0,3,3,1,0,0,18,6,12,1,3,4,6,0,0,0,0,0
1266,0,-1,0,0,-1,-1,0,0,1,0,3,3,1,0,0,18,7,11,2,2,3,6,0,0,0,0,0
1267,0,1,1,1,1,-1,0,2,2,0,2,2,1,0,0,18,8,10,3,1,3,6,0,0,0,0,0
1268,0,0,1,1,0,-1,0,2,1,0,2,3,0,0,0,18,9,9,0,0,3,5,0,0,0,0,0
1269,0,0,1,1,0,0,0,1,1,0,2,4,0,0,0,18,10,8,0,0,3,6,0,0,0,0,0
1270,0,-1,0,0,-1,0,1,-1,0,0,3,3,1,0,0,18,11,7,1,2,2,5,0,0,0,0,0
1271,0,1,1,1,1,0,2,-1,1,0,2,2,1,0,0,18,12,6,2,1,3,4,0,0,0,0,0
1272,0,0,1,1,0,0,1,-1,-1,0,3,5,0,0,0,18,13,5,0,0,3,3,0,0,0,0,0
1273,0,1,2,2,1,1,1,1,-1,0,2,2,1,0,0,18,14,4,1,1,2,4,1,0,0,0,0
1274,0,0,2,2,0,2,-1,2,-3,0,3,4,0,0,0,18,15,3,0,0,1,4,1,0,0,11,11
1275,0,0,2,2,0,1,-1,1,-2,0,3,4,0,0,0,18,16,2,0,0,2,4,2,0,0,11,11
1276,0,0,2,2,0,1,-2,1,-3,0,3,4,0,0,0,18,17,1,0,0,1,3,2,0,0,22,22
1277,0,-1,1,1,-1,-1,-2,0,-3,1,1,1,1,1,1,20,0,0,1,1,2,4,2,11,11,22,11
1278,0,0,1,1,0,-1,-2,1,-1,0,3,4,0,0,0,2,1,1,0,0,2,4,2,0,11,11,0
1279,0,-1,0,0,-1,-2,-1,-1,0,1,1,1,1,1,1,6,0,0,1,1,3,5,3,11,22,11,-11
1280,0,0,0,0,0,-2,-1,-1,1,0,2,9,0,0,0,4,1,3,0,0,3,5,3,0,22,11,-11
1281,0,-1,-1,1,-1,-2,-1,-3,1,0,3,3,1,0,0,4,2,2,1,3,4,6,3,0,11,11,0
1282,0,1,0,0,1,-1,1,-2,1,0,2,2,1,0,0,4,3,1,2,2,3,6,2,0,11,11,0
1283,0,-1,-1,1,-1,-1,1,-3,1,1,1,1,1,1,1,10,0,0,3,1,4,6,2,11,11,11,0
1284,0,0,-1,1,0,-1,2,-3,1,0,3,4,0,0,0,6,1,5,0,0,4,5,1,0,11,0,-11
1285,0,1,0,0,1,1,2,-1,1,0,2,2,1,0,0,6,2,4,1,2,3,6,2,0,11,0,-11
1286,0,1,1,1,1,1,0,0,1,0,2,2,1,0,0,6,3,3,2,1,2,6,2,0,11,11,0
1287,0,0,1,1,0,2,0,1,1,0,3,4,0,0,0,6,4,2,0,0,3,6,3,0,0,11,11
1288,0,0,1,1,0,2,-1,1,0,0,3,5,0,0,0,6,5,1,0,0,3,5,2,0,0,22,22
1289,0,-1,0,0,-1,0,-1,1,0,1,1,1,1,1,1,8,0,0,1,3,3,6,2,11,11,22,11
1290,0,1,1,1,1,0,1,1,0,0,4,4,1,0,0,2,1,1,2,2,3,6,2,0,11,11,0
1291,0,-1,0,0,-1,-1,1,1,-2,1,1,1,1,1,1,8,0,0,3,1,4,6,2,11,22,11,-11
1292,0,0,0,0,0,-1,1,1,0,0,3,4,0,0,0,6,1,5,0,0,4,6,2,0,22,0,-22
1293,0,1,1,1,1,1,1,1,0,0,2,2,1,0,0,6,2,4,1,3,4,7,3,0,11,0,-11
1294,0,1,2,2,1,1,-1,1,-2,0,2,2,1,0,0,6,3,3,2,2,3,7,2,0,11,11,0
1295,0,-1,1,1,-1,1,-3,0,-2,0,3,3,1,0,0,6,4,2,3,1,4,7,2,0,0,11,11
1296,0,0,1,1,0,1,-1,0,-2,0,2,8,0,0,0,6,5,1,0,0,4,6,1,0,0,11,11
1297,0,-1,0,0,-1,-1,-1,0,-2,1,1,1,1,1,1,10,0,0,1,3,4,7,2,11,11,11,0
1298,0,-1,-1,1,-1,-3,-1,-2,-1,0,3,3,1,0,0,4,1,3,2,2,3,7,2,0,11,11,0
1299,0,1,0,0,1,-1,1,0,1,0,2,2,1,0,0,4,2,2,3,1,4,7,3,0,11,11,0
1300,0,0,0,0,0,-1,-1,0,-1,0,3,5,0,0,0,4,3,1,0,0,4,6,3,0,11,22,11
1301,0,-1,-1,1,-1,-1,-1,-2,-1,1,1,1,1,1,1,6,0,0,1,3,4,6,3,11,11,22,11
1302,0,1,0,0,1,1,0,-2,-1,0,4,4,1,0,0,2,1,1,2,2,3,6,2,0,11,11,0
1303,0,-1,-1,1,-1,-1,0,-2,-3,1,1,1,1,1,1,6,0,0,3,1,3,6,3,11,22,11,-11
